0.01,0,6.53477e-15,-9.81,0,0,0,
0.02,2.32472,-1.25606,-9.70879,-0.0465384,0.00589382,-0.0408514,
0.03,-2.64845,-7.00869,-6.47586,0.294699,0.00420509,0.0219045,
0.04,0.898707,-11.6423,-11.604,0.108305,0.00780722,-0.00893224,
0.05,0.696306,-9.70891,-9.67931,0.100657,0.00627615,-0.0120831,
0.06,-0.00768929,-9.75634,-9.95188,0.100202,0.0056084,-0.0119356,
0.07,-0.259973,-9.45706,-9.93236,0.103653,0.00388816,-0.0101984,
0.08,0.0287539,-9.66254,-9.78022,0.104061,0.00271018,-0.010357,
0.09,-0.0158378,-9.71806,-9.78869,0.104296,0.00242027,-0.0102266,
0.1,-0.0587358,-9.7345,-9.83469,0.104413,0.00210983,-0.00986362,
0.11,-0.0622898,-9.76646,-9.86024,0.10401,0.00216966,-0.00924684,
0.12,0.0194871,-9.78202,-9.79471,0.10409,0.00250496,-0.0092279,
0.13,0.0554262,-9.92348,-9.80842,0.102701,0.00354486,-0.00940496,
0.14,0.00135445,-9.90395,-9.82062,0.101497,0.00478997,-0.00935763,
0.15,-0.000428745,-9.70537,-9.81282,0.101798,0.00489437,-0.00940453,
0.16,0.0392997,-9.65674,-9.79458,0.101978,0.00457322,-0.00959102,
0.17,0.0354185,-9.61941,-9.79971,0.102187,0.0041109,-0.00969899,
0.18,0.023441,-9.60789,-9.78959,0.102242,0.00369372,-0.00983465,
0.19,0.0176707,-9.56436,-9.79705,0.102486,0.00303422,-0.00992932,
0.2,0.0666278,-9.49566,-9.78832,0.10358,0.00289755,-0.0100977,
0.21,-0.0124383,-9.56515,-9.808,0.104281,0.00269385,-0.00995105,
0.22,0.0268988,-9.59256,-9.7916,0.104476,0.00274149,-0.0100369,
0.23,0.0352887,-9.60365,-9.79862,0.104277,0.00295614,-0.0101074,
0.24,0.0128035,-9.59113,-9.82347,0.103793,0.00297114,-0.00999375,
0.25,0.0113419,-9.59139,-9.82156,0.10242,0.00242581,-0.00982862,
0.26,0.00886526,-9.56322,-9.81312,0.102047,0.00219752,-0.00979111,
0.27,-0.00135432,-9.52158,-9.80575,0.102477,0.0022831,-0.00978321,
0.28,0.0312027,-9.52814,-9.79256,0.102623,0.00229109,-0.00995076,
0.29,0.0197779,-9.5517,-9.81289,0.102266,0.00162357,-0.00994611,
0.3,0.0397988,-9.49709,-9.80581,0.102668,0.00137139,-0.00998552,
0.31,0.260021,-8.68605,-10.2879,0.0705553,0.0090597,-0.0104462,
0.32,-5.45335,38.2937,-29.1357,-1.14125,0.147874,-0.0951247,
0.33,0.541307,67.9999,-31.0088,-1.79399,-0.0849892,0.0480077,
0.34,-4.78907,181.773,-8.9218,-0.180748,-0.399783,0.0543432,
0.35,-0.195335,17.2575,-3.44384,-0.138442,-0.0312685,0.106707,
0.36,5.99946,2.37653,0.943233,0.172447,0.0944411,0.0743217,
0.37,-2.44903,-1.781,-7.00755,0.207861,0.0532416,0.0726413,
0.38,-0.444262,-10.6085,-7.7967,0.141303,0.0222823,0.0573663,
0.39,-0.51972,-8.48651,-8.55195,0.127736,0.0104638,0.0631146,
0.4,0.19751,-8.93505,-9.26393,0.0855253,-0.000696185,0.0628867,
0.41,0.260853,-6.07117,-8.28462,-0.0136209,0.00388349,0.0650094,
0.42,1.04017,-5.10312,-8.36882,-0.12724,0.0215721,0.0596104,
0.43,2.24161,-3.30768,-8.64221,-0.195105,0.0144894,0.0484091,
0.44,0.406922,0.18591,-9.17118,-0.189928,0.0144073,0.0421004,
0.45,-1.05577,20.9188,-4.5783,-0.0207799,-0.0606019,0.0273435,
0.46,2.65873,0.896497,-7.50469,-0.0245449,0.0042557,0.00631311,
0.47,0.914622,-4.63845,-8.90252,-0.00543488,0.0479656,0.00780275,
0.48,1.33826,1.09544,-8.33412,0.00652159,0.0347089,0.000132186,
0.49,-0.718157,2.22358,-9.44342,-0.00608419,-0.00217032,-0.00121898,
0.5,-0.808662,0.493034,-9.98668,-0.0020524,-0.00802678,7.51907e-05,
0.51,-0.114126,0.000910531,-9.80871,0.00232778,-0.00226387,-0.000755093,
0.52,-0.291554,-0.0173255,-9.78938,-0.002123,0.00102448,-0.00129986,
0.53,-0.401561,0.00880244,-9.87717,-0.000579428,0.00206311,-0.000653021,
0.54,-0.168178,0.0190587,-9.77328,-8.18292e-05,-0.00069031,-0.00106517,
0.55,-0.295797,-0.216809,-9.73133,0.000792178,-0.000490379,-0.00138396,
0.56,-0.0969685,0.182648,-9.88075,-6.77606e-05,-0.00071059,-0.000971543,
0.57,0.171789,0.180445,-9.81822,-0.000885049,-0.00224025,-0.000769155,
0.58,-0.137796,-0.147167,-9.73732,0.000594119,0.000701287,-0.00168477,
0.59,0.0143508,-0.099065,-9.83832,-0.000225493,0.000640802,-0.0018927,
0.6,0.000279396,-0.0405415,-9.83238,-1.20764e-06,0.000870443,-0.0013585,
0.61,-0.181029,0.126302,-9.77607,-0.000221492,0.000957475,-0.0016787,
0.62,-0.0112732,-0.132739,-9.74447,0.00258201,-0.000443232,-0.000793071,
0.63,-0.353702,0.19311,-9.95367,-0.000732701,0.000433767,-0.000791384,
0.64,-0.141233,-0.230503,-9.83392,-0.000572859,8.60566e-05,-0.000367474,
0.65,-0.356974,0.140615,-9.78206,-0.000305201,0.00137974,-0.000632233,
0.66,-0.0858146,-0.135882,-9.84932,-0.00065989,-0.000542369,-0.000296992,
0.67,-0.186387,0.38913,-9.7975,-0.0020078,-0.00106715,-0.00158785,
0.68,0.0889509,0.0991979,-9.72771,-0.000556558,-0.00285146,-0.00253344,
0.69,0.0204669,0.202608,-9.76101,-0.00228043,-0.00483615,-0.00354291,
0.7,0.0583774,-0.280442,-9.79719,-0.00216623,-0.00264794,-0.00385819,
0.71,0.170853,-0.318554,-9.79322,0.000659352,-0.000101927,-0.00355884,
0.72,0.268413,-0.516063,-9.82079,0.00286733,0.00592313,-0.00278262,
0.73,0.102365,0.401871,-9.92101,-0.000235339,0.00225525,-0.00185071,
0.74,0.202619,0.149941,-9.83963,0.000495194,0.00018857,-0.00149273,
0.75,0.358773,0.0255025,-9.82267,-0.000209203,0.000385903,-0.00146381,
0.76,0.231575,0.00189606,-9.76584,8.41031e-05,0.000297965,-0.00140063,
0.77,0.121908,0.0483211,-9.78621,-0.00054058,0.000684224,-0.00126381,
0.78,0.132145,-0.147978,-9.73955,0.000901113,0.000708332,-0.00180416,
0.79,-0.0944791,-0.0184977,-9.81446,-0.00019566,0.000998693,-0.00155308,
0.8,-0.159651,0.0612935,-9.79298,0.000197549,0.000166428,-0.00121466,
0.81,-0.104946,-0.0133103,-9.85058,0.000261585,0.000844992,-0.00101513,
0.82,-0.145046,0.0319792,-9.76917,0.000264641,0.000165169,-0.00148549,
0.83,-0.0568531,0.105738,-9.8236,-0.000411504,-0.000587802,-0.00180608,
0.84,-0.0279607,-0.104811,-9.83061,-0.000340411,-0.00038013,-0.00138152,
0.85,0.000664341,-0.067505,-9.77177,0.00101879,0.000171855,-0.00176066,
0.86,0.0134384,-0.00318385,-9.7007,0.00169102,0.00117918,-0.00250267,
0.87,-0.050186,0.263753,-9.88018,-0.000759928,-0.00126441,-0.00166733,
0.88,-0.0128861,-0.226864,-9.82654,0.000598632,0.000713722,-0.00157888,
0.89,-0.00541739,0.17957,-9.97293,-0.00285488,-0.00103312,-0.000157142,
0.9,-0.120107,-0.0805086,-9.76835,-0.000295713,-0.000612126,-0.000393608,
0.91,-0.119455,-0.141404,-9.73544,0.000778009,0.000696314,-0.000874657,
0.92,-0.0869189,0.100973,-9.84327,-0.000652382,0.000405248,-0.00108006,
0.93,-0.15927,0.158118,-9.83518,0.000267468,-0.00107144,-0.00102321,
0.94,-0.186779,-0.107217,-9.81838,-0.000348497,-9.87667e-05,-0.000839451,
0.95,-0.139183,-0.34764,-9.71212,0.00208002,0.000346003,-0.000687645,
0.96,-0.302597,0.389583,-9.95194,-0.0022819,0.00123646,-0.00128941,
0.97,-0.128101,-0.00193655,-9.80152,0.00012089,0.000128315,-0.00134946,
0.98,0.0617354,-0.404463,-9.58969,0.00423578,0.000238786,-0.00169961,
0.99,-0.0482135,0.426033,-9.90499,-0.00114528,0.000821602,-0.00247746,
1,0.0411062,-0.0308843,-9.80152,-0.000160432,6.46132e-05,-0.0027186,
1.01,0.0639559,-0.0306262,-9.79486,-0.000383973,0.000114855,-0.00244556,
1.02,0.0839461,-0.0742589,-9.78755,0.000116616,0.000160854,-0.00250852,
1.03,0.0864196,0.0196556,-9.84129,-0.000830039,2.60343e-05,-0.00226199,
1.04,0.0752357,0.0112841,-9.7934,-0.000123067,-4.98772e-05,-0.00199536,
1.05,0.0468563,-0.017454,-9.79592,0.000332345,0.000157497,-0.0018054,
1.06,0.079332,0.0295879,-9.83416,2.73878e-05,-0.000164227,-0.00109447,
1.07,0.0897353,-0.168649,-9.7728,9.80896e-06,0.00127755,-0.00156675,
1.08,0.0660029,0.0982602,-9.79776,0.00043887,0.000157844,-0.00153979,
1.09,-0.00119103,0.217238,-9.86654,0.000331758,-0.00101751,-0.00122254,
1.1,0.0770121,-0.237916,-9.71313,0.00224781,-0.00162556,-0.000568543,
1.11,-0.178666,0.143586,-9.79177,-0.000118419,0.00147065,-0.00108065,
1.12,-0.0828382,0.08765,-9.8804,-0.000188042,-0.000732373,-0.000963558,
1.13,-0.0252914,-0.17014,-9.83862,-9.06305e-05,-0.000804279,-0.00122585,
1.14,-0.279293,-0.0292636,-9.87144,-0.000208504,0.00026708,-0.00197296,
1.15,0.0391353,0.17103,-9.7688,-0.00139551,0.000529546,-0.00119272,
1.16,0.00270005,-0.149801,-9.7752,1.51e-05,0.000681972,-0.0014588,
1.17,-0.0746045,0.0708633,-9.84608,0.000418136,-0.000320023,-0.00128621,
1.18,-0.0179666,-0.024649,-9.7967,0.000231231,-6.03301e-05,-0.00114656,
1.19,-0.0482443,-0.00598679,-9.83302,-0.000118709,0.000274044,-0.000988801,
1.2,-0.0787315,-0.049997,-9.78092,0.000107983,0.000134584,-0.00122614,
1.21,-0.0987034,0.0351456,-9.82029,0.000114716,0.0001725,-0.0010948,
1.22,-0.076322,0.00234361,-9.82159,-0.0002104,7.70823e-05,-0.0011279,
1.23,-0.113889,0.0574229,-9.83611,-0.000103351,-0.000597988,-0.000989065,
